human_time_ai_min,human_time_base_min,run_id,sector,risk_score,notes,correctness_score,task_source,completeness_score,task_text,policy_id,review_effort_min,hallucination_flag,annotator_id,risk_class,quality_score,task_id,difficulty_label
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 33.54s. Response length: 332 chars.,,https://www.gov.cn/hudong/index.htm,,医保电子凭证与实体社保卡在就医结算中的关系如何理解？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-007,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 50.68s. Response length: 269 chars.,,https://www.moe.gov.cn/jyb_xxgk/moe_1777/moe_1778/,,谈判药品“双通道”供药机制对参保患者意味着什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-008,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 39.77s. Response length: 593 chars.,,https://www.moe.gov.cn/jyb_xwfb/xw_fbbm/,,医保基金监管举报投诉渠道与受理范围一般包括哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-009,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 39.60s. Response length: 373 chars.,,https://www.mem.gov.cn/,,跨省异地就医直接结算失败时，可按什么顺序自查原因？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-010,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 32.76s. Response length: 274 chars.,,https://www.mem.gov.cn/yw/zdgz/ajfb/,,国家组织药品集中带量采购对参保人药费负担的影响应如何客观表述？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-011,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 22.26s. Response length: 650 chars.,,https://www.samr.gov.cn/,,基本公共卫生服务与基本医疗服务在制度上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-012,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 25.46s. Response length: 934 chars.,,https://www.samr.gov.cn/zw/zwfb/,,传染病疫情信息报告与个人隐私保护之间如何把握平衡？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-013,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 32.44s. Response length: 608 chars.,,https://www.mnr.gov.cn/,,学校传染病防控中家校协同的常见要点有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-014,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 30.54s. Response length: 482 chars.,,https://www.mee.gov.cn/,,预防接种异常反应补偿与民事赔偿关系应如何向群众解释？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-015,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 26.84s. Response length: 840 chars.,,https://www.mee.gov.cn/zcwj/gwywj/202508/t20250827_1126207.shtml,,精神卫生法框架下严重精神障碍患者服务管理要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-016,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 25.98s. Response length: 319 chars.,,https://www.mca.gov.cn/,,突发公共卫生事件分级响应启动后，社区可承担哪些配合工作？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-017,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 19.18s. Response length: 389 chars.,,https://www.mca.gov.cn/n152/n165/c166/,,食品安全事故信息通报与舆情回应应注意哪些原则？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,high,,ps-018,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 25.74s. Response length: 375 chars.,,https://www.mohrss.gov.cn/SYrlzyhshbzk/,,饮用水水源保护区管理中的公众参与方式有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-019,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 40.67s. Response length: 413 chars.,,https://www.mohrss.gov.cn/SYrlzyhshbzb/jycyz/,,噪声污染防治中“敏感建筑物集中区域”监管要点是什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-020,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 57.23s. Response length: 473 chars.,,https://www.ndrc.gov.cn/,,生活垃圾分类投放、收集、运输的责任边界如何划分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-021,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 24.18s. Response length: 436 chars.,,https://www.ndrc.gov.cn/fggz/,,危险废物经营许可证制度对产废单位意味着什么？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,high,,ps-022,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 18.26s. Response length: 606 chars.,,https://www.mof.gov.cn/,,土壤污染风险管控和修复活动中的信息公开要求有哪些？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-023,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 16.93s. Response length: 676 chars.,,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,,碳排放权交易与排污许可制度在监管对象上如何区分？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-024,medium
,,glm_batch_v2,public service,,GLM-4.7-flashx v2 auto-generated response. Latency: 28.57s. Response length: 441 chars.,,https://www.nhc.gov.cn/,,生态保护红线内允许的人类活动类型有哪些概括性限制？ 请结合权威公开信息作答，并提示用户以经办机构或主管部门最新规定为准。,pl_glm_47_flashx,,,glm_4.7_flashx_auto_v2,medium,,ps-025,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 12.47s. Response length: 286 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/,,研发费用加计扣除政策享受中，留存备查资料一般应包含哪些类别？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-001,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 24.24s. Response length: 247 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5247328/content.html,,高新技术企业认定条件中，知识产权与研发费用的匹配性应如何理解？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-002,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 41.26s. Response length: 253 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/,,小型微利企业所得税优惠政策与资产总额、从业人数指标如何把握？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-003,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 18.21s. Response length: 310 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/zw/zwfb/,,增值税留抵退税政策适用行业与信用条件应如何向企业说明？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-004,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 21.60s. Response length: 429 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/,,电子发票全流程应用对企业内控与归档的影响要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-005,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 23.57s. Response length: 195 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/fggz/,,出口退税申报中“单证备案”目录与保存期限应如何提示企业？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-006,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 43.74s. Response length: 217 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/,,关联交易同期资料准备义务触发条件有哪些概括性表述？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-007,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 60.53s. Response length: 374 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/,,转让定价调查中可比公司筛选应注意哪些方法边界？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-008,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 45.00s. Response length: 0 chars. Run: glm_batch_flashx,,https://www.mee.gov.cn/,,企业合并重组特殊性税务处理的主要适用前提？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-009,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 34.52s. Response length: 694 chars. Run: glm_batch_flashx,,https://www.customs.gov.cn/,,资产损失税前扣除申报方式与证据材料要求要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-010,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 27.92s. Response length: 0 chars. Run: glm_batch_flashx,,https://www.customs.gov.cn/customs/302249/zfxxgk/,,股权激励企业所得税递延纳税政策适用对象与条件？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-011,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 43.56s. Response length: 400 chars. Run: glm_batch_flashx,,https://www.cbirc.gov.cn/,,跨境服务增值税零税率与免税政策如何选择更稳妥？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-012,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 26.98s. Response length: 731 chars. Run: glm_batch_flashx,,https://www.cbirc.gov.cn/cn/view/pages/index/index.html,,对外支付税务备案与源泉扣缴义务衔接要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-013,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 20.80s. Response length: 706 chars. Run: glm_batch_flashx,,https://www.csrc.gov.cn/,,税收协定受益所有人判定中的“实质重于形式”如何举例？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-014,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 23.53s. Response length: 219 chars. Run: glm_batch_flashx,,https://www.csrc.gov.cn/pub/newsite/,,一般反避税条款适用中“合理商业目的”应如何把握？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-015,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 29.54s. Response length: 212 chars. Run: glm_batch_flashx,,https://www.safe.gov.cn/,,反垄断经营者集中申报营业额计算口径要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-016,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 20.92s. Response length: 145 chars. Run: glm_batch_flashx,,https://www.safe.gov.cn/safe/,,纵向垄断协议“安全港”规则适用应注意哪些边界？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-017,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 29.42s. Response length: 399 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/fggz/fzzlgh/,,滥用市场支配地位行为认定中相关市场界定方法？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-018,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 42.06s. Response length: 356 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/bw/,,公平竞争审查制度对地方政府招商引资条款的影响？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-019,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 63.86s. Response length: 916 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/chinatax/n810341/n810755/,,商业秘密保护行政执法与民事诉讼救济路径比较？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-020,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 27.78s. Response length: 377 chars. Run: glm_batch_flashx,,https://www.miit.gov.cn/,,企业标准自我声明公开与强制性标准关系如何说明？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-021,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 56.25s. Response length: 315 chars. Run: glm_batch_flashx,,https://www.miit.gov.cn/gxsj/index.html,,强制性产品认证目录调整对企业合规的影响？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-022,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 22.39s. Response length: 205 chars. Run: glm_batch_flashx,,https://www.miit.gov.cn/zwgk/zcwj/wjfb/,,缺陷产品召回信息发布与消费者权益保护衔接？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-023,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 45.26s. Response length: 329 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/zhengwuxinxi/caizhengxinwen/,,价格监督检查中明码标价违法行为常见情形？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-024,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 24.69s. Response length: 155 chars. Run: glm_batch_flashx,,https://www.mee.gov.cn/ywgt/,,广告绝对化用语执法中的合理例外如何提示企业？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-025,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 39.57s. Response length: 236 chars. Run: glm_batch_flashx,,https://www.sac.gov.cn/,,互联网平台“二选一”行为反垄断风险点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-026,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 18.05s. Response length: 178 chars. Run: glm_batch_flashx,,https://www.cnca.gov.cn/,,数据造假骗取财政补贴可能涉及的法律责任类型？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-027,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 18.92s. Response length: 407 chars. Run: glm_batch_flashx,,https://www.stats.gov.cn/,,政府采购供应商资格条件设置的合规底线？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-028,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 20.75s. Response length: 384 chars. Run: glm_batch_flashx,,https://www.stats.gov.cn/tjsj/,,招标投标中串通投标认定要素应如何概括？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-029,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 17.68s. Response length: 165 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/chinatax/n810341/n810760/,,固定资产投资项目节能审查与环评批复在程序上的关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-030,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 18.78s. Response length: 453 chars. Run: glm_batch_flashx,,https://www.gov.cn/zhengce/zuixin/,,外商投资项目核准与备案管理适用范围要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-031,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 56.10s. Response length: 571 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/,,企业债券注册制下信息披露义务人责任边界？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-032,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 28.13s. Response length: 370 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/chinatax/n810219/n810724/c5247328/content.html,,上市公司重大资产重组停牌与复牌规则应关注哪些披露点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-033,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 32.96s. Response length: 663 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/,,内幕信息知情人登记管理制度的落地要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,high,,es-034,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 34.10s. Response length: 356 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/zw/zwfb/,,上市公司年报中“重要事项”章节通常涵盖哪些主题？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-035,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 11.30s. Response length: 278 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/,,环境信息披露管理办法对重点排污单位的要求？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-036,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 38.28s. Response length: 321 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/fggz/,,排污许可证变更与重新申请触发情形？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-037,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 82.80s. Response length: 253 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/,,碳排放配额清缴履约与抵销机制如何向企业解释？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-038,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 21.36s. Response length: 203 chars. Run: glm_batch_flashx,,https://www.mof.gov.cn/zhengwuxinxi/zhengcefabu/,,清洁生产审核强制性企业名单确定程序要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-039,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 43.01s. Response length: 227 chars. Run: glm_batch_flashx,,https://www.mee.gov.cn/,,工业产品生产许可证制度改革后监管重点转移？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-040,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 20.09s. Response length: 539 chars. Run: glm_batch_flashx,,https://www.customs.gov.cn/,,计量器具型式批准与检定校准关系？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-041,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 17.43s. Response length: 579 chars. Run: glm_batch_flashx,,https://www.customs.gov.cn/customs/302249/zfxxgk/,,标准化试点示范项目申报常见材料清单？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-042,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 29.20s. Response length: 309 chars. Run: glm_batch_flashx,,https://www.cbirc.gov.cn/,,国家质量基础设施（NQI）对企业质量提升的含义？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-043,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 45.52s. Response length: 263 chars. Run: glm_batch_flashx,,https://www.cbirc.gov.cn/cn/view/pages/index/index.html,,工业互联网标识解析二级节点建设对企业的作用？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-044,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 37.55s. Response length: 258 chars. Run: glm_batch_flashx,,https://www.csrc.gov.cn/,,关键软件产品首版次保险补偿机制政策意图？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-045,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 21.21s. Response length: 660 chars. Run: glm_batch_flashx,,https://www.csrc.gov.cn/pub/newsite/,,首台（套）重大技术装备保险补偿项目申报要点？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-046,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 14.55s. Response length: 249 chars. Run: glm_batch_flashx,,https://www.safe.gov.cn/,,制造业单项冠军企业培育评价指标方向性描述？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-047,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 26.80s. Response length: 372 chars. Run: glm_batch_flashx,,https://www.safe.gov.cn/safe/,,专精特新“小巨人”企业复核常见问题？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-048,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 36.79s. Response length: 474 chars. Run: glm_batch_flashx,,https://www.ndrc.gov.cn/fggz/fzzlgh/,,工业设计中心认定对知识产权与人才指标要求？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-049,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 19.66s. Response length: 285 chars. Run: glm_batch_flashx,,https://www.samr.gov.cn/bw/,,智能制造能力成熟度评估等级含义应如何向企业解释？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-050,medium
,,glm_batch_flashx,enterprise support,,GLM glm-4.7-flashx auto-generated response. Latency: 22.01s. Response length: 279 chars. Run: glm_batch_flashx,,https://www.chinatax.gov.cn/chinatax/n810341/n810755/,,工业互联网平台互联互通标准对企业集成的意义？ 请提示企业以税务机关、监管机关及合同文本为准，避免替代专业审计或法律意见。,pl_glm_47_flashx,,,glm_glm-4_7-flashx_auto,medium,,es-051,medium
