risk_score,correctness_score,human_time_ai_min,task_source,human_time_base_min,difficulty_label,policy_id,task_id,completeness_score,notes,task_text,quality_score,run_id,sector,risk_class,review_effort_min,hallucination_flag,annotator_id
6,7,38,,35,,pl_deepseek_pro,es-052,10,AI自动标注 - 响应长度: 1001字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-053,7,AI自动标注 - 响应长度: 245字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-053,10,AI自动标注 - 响应长度: 809字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-054,9,AI自动标注 - 响应长度: 505字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-054,10,AI自动标注 - 响应长度: 1511字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-055,8,AI自动标注 - 响应长度: 424字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-055,9,AI自动标注 - 响应长度: 663字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-056,7,AI自动标注 - 响应长度: 251字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-056,7,AI自动标注 - 响应长度: 296字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-057,9,AI自动标注 - 响应长度: 421字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-057,10,AI自动标注 - 响应长度: 768字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-058,9,AI自动标注 - 响应长度: 398字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-058,10,AI自动标注 - 响应长度: 1104字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,6,36,,35,,pl_deepseek_flash,es-059,4,AI自动标注 - 响应长度: 178字符,,6,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-059,9,AI自动标注 - 响应长度: 432字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-060,9,AI自动标注 - 响应长度: 447字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-060,10,AI自动标注 - 响应长度: 753字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-061,9,AI自动标注 - 响应长度: 463字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-061,10,AI自动标注 - 响应长度: 537字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-062,9,AI自动标注 - 响应长度: 456字符,,8,ds_batch,,,17,1,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-062,10,AI自动标注 - 响应长度: 684字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-063,7,AI自动标注 - 响应长度: 258字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-063,7,AI自动标注 - 响应长度: 308字符,,7,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-064,8,AI自动标注 - 响应长度: 389字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-064,10,AI自动标注 - 响应长度: 607字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,5,36,,35,,pl_deepseek_flash,es-065,3,AI自动标注 - 响应长度: 148字符,,5,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-065,10,AI自动标注 - 响应长度: 678字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-066,10,AI自动标注 - 响应长度: 570字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-066,10,AI自动标注 - 响应长度: 804字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-067,7,AI自动标注 - 响应长度: 345字符,,7,ds_batch,,,17,0,assistant_demo_v1
6,7,37,,35,,pl_deepseek_pro,es-067,9,AI自动标注 - 响应长度: 404字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_flash,es-068,10,AI自动标注 - 响应长度: 687字符,,9,ds_batch,,,17,0,assistant_demo_v1
5,10,38,,35,,pl_deepseek_pro,es-068,10,AI自动标注 - 响应长度: 876字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-069,9,AI自动标注 - 响应长度: 446字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-069,10,AI自动标注 - 响应长度: 1127字符,,9,ds_batch,,,17,1,assistant_demo_v1
6,7,37,,35,,pl_deepseek_flash,es-070,8,AI自动标注 - 响应长度: 439字符,,8,ds_batch,,,17,0,assistant_demo_v1
6,7,38,,35,,pl_deepseek_pro,es-070,10,AI自动标注 - 响应长度: 854字符,,9,ds_batch,,,17,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,mfg-001,10,AI自动标注 - 响应长度: 721字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-001,10,AI自动标注 - 响应长度: 1295字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-002,10,AI自动标注 - 响应长度: 965字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-002,10,AI自动标注 - 响应长度: 1159字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-003,10,AI自动标注 - 响应长度: 489字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-003,10,AI自动标注 - 响应长度: 975字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-004,10,AI自动标注 - 响应长度: 1057字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-004,10,AI自动标注 - 响应长度: 822字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,mfg-005,10,AI自动标注 - 响应长度: 582字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-005,10,AI自动标注 - 响应长度: 801字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,mfg-006,8,AI自动标注 - 响应长度: 349字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-006,10,AI自动标注 - 响应长度: 819字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,mfg-007,10,AI自动标注 - 响应长度: 748字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-007,10,AI自动标注 - 响应长度: 914字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-008,10,AI自动标注 - 响应长度: 436字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-008,10,AI自动标注 - 响应长度: 928字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-009,9,AI自动标注 - 响应长度: 494字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,22,,20,,pl_deepseek_pro,mfg-009,9,AI自动标注 - 响应长度: 449字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-010,10,AI自动标注 - 响应长度: 475字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-010,10,AI自动标注 - 响应长度: 731字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_flash,mfg-011,10,AI自动标注 - 响应长度: 793字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-011,10,AI自动标注 - 响应长度: 593字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-012,10,AI自动标注 - 响应长度: 480字符,,8,ds_batch,,,10,1,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-012,10,AI自动标注 - 响应长度: 810字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-013,10,AI自动标注 - 响应长度: 706字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-013,10,AI自动标注 - 响应长度: 601字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,mfg-014,9,AI自动标注 - 响应长度: 561字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-014,10,AI自动标注 - 响应长度: 1187字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,mfg-015,10,AI自动标注 - 响应长度: 529字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-015,10,AI自动标注 - 响应长度: 706字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-016,10,AI自动标注 - 响应长度: 673字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-016,10,AI自动标注 - 响应长度: 861字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,mfg-017,9,AI自动标注 - 响应长度: 380字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_pro,mfg-017,10,AI自动标注 - 响应长度: 498字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-018,10,AI自动标注 - 响应长度: 735字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-018,10,AI自动标注 - 响应长度: 893字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-019,10,AI自动标注 - 响应长度: 997字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-019,10,AI自动标注 - 响应长度: 896字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-020,10,AI自动标注 - 响应长度: 606字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-020,10,AI自动标注 - 响应长度: 866字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,8,22,,20,,pl_deepseek_flash,mfg-021,8,AI自动标注 - 响应长度: 216字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-021,10,AI自动标注 - 响应长度: 748字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-022,10,AI自动标注 - 响应长度: 786字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-022,10,AI自动标注 - 响应长度: 908字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-023,10,AI自动标注 - 响应长度: 717字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-023,10,AI自动标注 - 响应长度: 1298字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-024,10,AI自动标注 - 响应长度: 438字符,,8,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-024,10,AI自动标注 - 响应长度: 788字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-025,10,AI自动标注 - 响应长度: 669字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-025,10,AI自动标注 - 响应长度: 962字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,22,,20,,pl_deepseek_flash,mfg-026,8,AI自动标注 - 响应长度: 386字符,,7,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-026,10,AI自动标注 - 响应长度: 718字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-027,10,AI自动标注 - 响应长度: 721字符,,9,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-027,10,AI自动标注 - 响应长度: 842字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,22,,20,,pl_deepseek_flash,mfg-028,10,AI自动标注 - 响应长度: 439字符,,8,ds_batch,,,10,0,assistant_demo_v1
6,7,23,,20,,pl_deepseek_pro,mfg-028,10,AI自动标注 - 响应长度: 1473字符,,9,ds_batch,,,10,1,assistant_demo_v1
5,9,23,,20,,pl_deepseek_flash,mfg-029,10,AI自动标注 - 响应长度: 570字符,,8,ds_batch,,,10,1,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-029,10,AI自动标注 - 响应长度: 1082字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_flash,mfg-030,10,AI自动标注 - 响应长度: 639字符,,9,ds_batch,,,10,0,assistant_demo_v1
5,10,23,,20,,pl_deepseek_pro,mfg-030,10,AI自动标注 - 响应长度: 967字符,,9,ds_batch,,,10,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-001,10,AI自动标注 - 响应长度: 506字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-001,10,AI自动标注 - 响应长度: 1106字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-002,10,AI自动标注 - 响应长度: 712字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-003,9,AI自动标注 - 响应长度: 564字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-003,10,AI自动标注 - 响应长度: 910字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-004,10,AI自动标注 - 响应长度: 618字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-004,10,AI自动标注 - 响应长度: 1098字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-005,10,AI自动标注 - 响应长度: 730字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-005,10,AI自动标注 - 响应长度: 835字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-006,9,AI自动标注 - 响应长度: 557字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-006,10,AI自动标注 - 响应长度: 904字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-007,7,AI自动标注 - 响应长度: 280字符,,7,ds_batch,,,12,1,assistant_demo_v1
6,7,27,,25,,pl_deepseek_pro,ps-007,7,AI自动标注 - 响应长度: 272字符,,7,ds_batch,,,12,0,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-008,6,AI自动标注 - 响应长度: 283字符,,7,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-008,10,AI自动标注 - 响应长度: 699字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-009,10,AI自动标注 - 响应长度: 563字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-009,10,AI自动标注 - 响应长度: 840字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-010,9,AI自动标注 - 响应长度: 535字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-010,10,AI自动标注 - 响应长度: 774字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-011,7,AI自动标注 - 响应长度: 274字符,,7,ds_batch,,,12,0,assistant_demo_v1
6,7,27,,25,,pl_deepseek_pro,ps-011,7,AI自动标注 - 响应长度: 328字符,,7,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-012,10,AI自动标注 - 响应长度: 873字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-012,10,AI自动标注 - 响应长度: 960字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-013,9,AI自动标注 - 响应长度: 619字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-013,10,AI自动标注 - 响应长度: 991字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-014,10,AI自动标注 - 响应长度: 614字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-014,10,AI自动标注 - 响应长度: 814字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-015,10,AI自动标注 - 响应长度: 1094字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-015,10,AI自动标注 - 响应长度: 1125字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-016,10,AI自动标注 - 响应长度: 728字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-016,10,AI自动标注 - 响应长度: 801字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-017,10,AI自动标注 - 响应长度: 701字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-017,10,AI自动标注 - 响应长度: 706字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,10,28,,25,,pl_deepseek_flash,ps-018,9,AI自动标注 - 响应长度: 626字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-018,10,AI自动标注 - 响应长度: 905字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,9,28,,25,,pl_deepseek_flash,ps-019,10,AI自动标注 - 响应长度: 515字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-019,10,AI自动标注 - 响应长度: 814字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-020,10,AI自动标注 - 响应长度: 886字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-021,10,AI自动标注 - 响应长度: 766字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-021,10,AI自动标注 - 响应长度: 1108字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-022,10,AI自动标注 - 响应长度: 743字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-022,10,AI自动标注 - 响应长度: 1254字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-023,10,AI自动标注 - 响应长度: 449字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-024,10,AI自动标注 - 响应长度: 669字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-024,10,AI自动标注 - 响应长度: 1033字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,8,27,,25,,pl_deepseek_flash,ps-025,8,AI自动标注 - 响应长度: 378字符,,7,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-025,10,AI自动标注 - 响应长度: 670字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-026,10,AI自动标注 - 响应长度: 844字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,5,26,,25,,pl_deepseek_pro,ps-026,4,AI自动标注 - 响应长度: 137字符,,5,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-027,10,AI自动标注 - 响应长度: 1599字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-027,10,AI自动标注 - 响应长度: 1565字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-028,10,AI自动标注 - 响应长度: 514字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-028,10,AI自动标注 - 响应长度: 698字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-029,10,AI自动标注 - 响应长度: 501字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-029,10,AI自动标注 - 响应长度: 1145字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-030,8,AI自动标注 - 响应长度: 340字符,,7,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-030,10,AI自动标注 - 响应长度: 666字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-031,10,AI自动标注 - 响应长度: 856字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-031,10,AI自动标注 - 响应长度: 1010字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-032,10,AI自动标注 - 响应长度: 828字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-032,10,AI自动标注 - 响应长度: 911字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-033,9,AI自动标注 - 响应长度: 473字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-033,10,AI自动标注 - 响应长度: 886字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_flash,ps-034,10,AI自动标注 - 响应长度: 735字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-035,10,AI自动标注 - 响应长度: 1107字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,4,26,,25,,pl_deepseek_pro,ps-035,3,AI自动标注 - 响应长度: 79字符,,4,ds_batch,,,12,1,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-036,9,AI自动标注 - 响应长度: 431字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-036,10,AI自动标注 - 响应长度: 827字符,,9,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_flash,ps-037,10,AI自动标注 - 响应长度: 1666字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-037,10,AI自动标注 - 响应长度: 697字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_flash,ps-038,10,AI自动标注 - 响应长度: 798字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-038,10,AI自动标注 - 响应长度: 996字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-039,8,AI自动标注 - 响应长度: 484字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-039,10,AI自动标注 - 响应长度: 964字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-040,9,AI自动标注 - 响应长度: 403字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-040,10,AI自动标注 - 响应长度: 535字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-041,9,AI自动标注 - 响应长度: 449字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-041,10,AI自动标注 - 响应长度: 1099字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,8,27,,25,,pl_deepseek_flash,ps-042,7,AI自动标注 - 响应长度: 297字符,,7,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-042,8,AI自动标注 - 响应长度: 505字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_flash,ps-043,10,AI自动标注 - 响应长度: 602字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-043,10,AI自动标注 - 响应长度: 1260字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-044,8,AI自动标注 - 响应长度: 429字符,,8,ds_batch,,,12,0,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-044,10,AI自动标注 - 响应长度: 748字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-045,9,AI自动标注 - 响应长度: 408字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,9,28,,25,,pl_deepseek_pro,ps-045,10,AI自动标注 - 响应长度: 540字符,,8,ds_batch,,,12,1,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-046,9,AI自动标注 - 响应长度: 431字符,,8,ds_batch,,,12,0,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-046,10,AI自动标注 - 响应长度: 976字符,,9,ds_batch,,,12,1,assistant_demo_v1
5,10,28,,25,,pl_deepseek_flash,ps-047,10,AI自动标注 - 响应长度: 866字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-047,10,AI自动标注 - 响应长度: 1037字符,,9,ds_batch,,,12,1,assistant_demo_v1
6,7,27,,25,,pl_deepseek_flash,ps-048,9,AI自动标注 - 响应长度: 491字符,,8,ds_batch,,,12,1,assistant_demo_v1
6,7,28,,25,,pl_deepseek_pro,ps-048,10,AI自动标注 - 响应长度: 624字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,9,27,,25,,pl_deepseek_flash,ps-049,8,AI自动标注 - 响应长度: 435字符,,8,ds_batch,,,12,0,assistant_demo_v1
5,10,28,,25,,pl_deepseek_pro,ps-049,10,AI自动标注 - 响应长度: 953字符,,9,ds_batch,,,12,0,assistant_demo_v1
5,8,27,,25,,pl_deepseek_flash,ps-050,6,AI自动标注 - 响应长度: 275字符,,7,ds_batch,,,12,0,assistant_demo_v1
